DATAFLOW,freq,ipc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2006,10.278,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2007,10.109,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2008,8.995,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2009,8.659,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2010,8.081,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2011,8.225,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2012,8.232,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA18,2013,6.66,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1991,3.594,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1992,3.894,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1993,3.988,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1994,4.463,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1995,5.136,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1996,6.376,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1997,8.244,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1998,10.042,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,1999,12.264,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2000,13.374,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2001,14.106,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2002,13.046,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2003,11.658,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2004,11.307,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2005,10.484,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2006,10.176,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2007,10.01,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2008,8.911,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2009,8.577,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2010,8.005,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2011,8.156,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2012,8.167,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EA19,2013,6.605,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,1998,0.718,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2003,2.182,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2004,0.732,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2005,1.104,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2006,5.294,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2007,5.086,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2008,10.983,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2009,7.674,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2010,6.998,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2011,3.512,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2012,2.015,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EE,2013,2.78,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1986,0.101,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1987,0.1,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1990,0.099,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1991,0.195,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1992,0.032,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1994,0.095,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1995,0.19,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1996,0.019,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1997,0.29,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1998,0.405,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,1999,0.502,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2000,0.393,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2001,0.533,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2002,0.7,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2003,1.052,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2004,0.686,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2005,0.638,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2006,0.844,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2007,0.401,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2008,0.542,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2009,0.511,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2010,0.384,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2011,0.27,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2012,0.724,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EL,2013,0.416,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1983,0.013,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1984,0.079,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1985,0.026,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1986,0.052,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1987,0.026,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1988,0.155,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1989,0.168,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1990,0.283,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1991,0.326,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1992,0.205,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1993,0.447,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1994,0.463,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1995,0.282,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1996,0.35,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1997,0.567,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1998,0.835,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,1999,0.902,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2000,1.298,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2001,1.726,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2002,1.644,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2003,1.521,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2004,0.973,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2005,1.248,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2006,1.63,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2007,1.757,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2008,1.956,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2009,2.527,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2010,2.186,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2011,2.235,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2012,2.074,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,ES,2013,1.949,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1980,1.112,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1981,1.267,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1982,1.512,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1983,1.664,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1984,1.639,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1985,1.832,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1986,2.069,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1987,2.103,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1988,2.533,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1989,2.787,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1990,2.821,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1991,2.859,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1992,3.317,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1993,3.395,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1994,3.916,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1995,4.617,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1996,5.66,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1997,7.084,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1998,8.623,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,1999,10.594,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2000,11.679,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2001,11.657,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2002,10.736,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2003,9.952,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2004,9.625,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2005,9.139,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2006,9.097,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2007,9.174,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2008,8.205,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2009,7.759,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2010,7.451,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2011,7.595,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2012,7.797,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,EU28,2013,6.118,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1981,0.418,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1982,0.208,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1984,0.616,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1985,0.409,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1986,0.204,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1987,1.421,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1988,3.24,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1989,4.239,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1990,7.372,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1991,14.304,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1992,19.354,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1993,19.695,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1994,32.815,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1995,35.77,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1996,51.843,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1997,66.034,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1998,75.295,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,1999,109.903,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2000,106.341,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2001,105.155,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2002,99.072,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2003,93.162,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2004,100.199,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2005,90.339,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2006,75.904,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2007,62.947,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2008,53.731,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2009,46.075,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2010,44.5,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2011,42.822,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2012,58.129,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FI,2013,34.192,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1980,2.604,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1981,2.865,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1982,3.184,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1983,2.985,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1984,2.697,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1985,2.441,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1986,3.517,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1987,3.478,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1988,4.969,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1989,4.92,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1990,5.434,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1991,5.357,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1992,5.469,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1993,5.958,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1994,5.999,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1995,6.614,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1996,6.852,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1997,9.229,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1998,11.501,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,1999,13.587,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2000,14.42,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2001,14.415,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2002,14.337,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2003,14.958,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2004,13.449,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2005,13.215,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2006,13.385,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2007,12.95,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2008,11.687,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2009,12.775,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2010,11.236,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2011,11.2,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2012,11.637,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,FR,2013,9.717,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,1994,0.071,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,1996,0.218,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,1998,0.441,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2001,0.077,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2002,0.348,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2003,0.077,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2004,0.046,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2005,0.348,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2006,1.062,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2007,0.325,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2008,1.276,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2010,0.425,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2012,0.117,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HR,2013,0.704,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1981,0.187,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1982,0.28,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1983,0.093,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1984,0.468,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1985,0.188,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1987,0.094,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1988,0.094,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1993,0.193,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1994,0.168,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1995,0.31,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1996,0.097,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1997,0.226,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1998,0.584,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,1999,1.081,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2000,2.006,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2001,1.571,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2002,1.011,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2003,1.909,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2004,1.967,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2005,1.115,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2006,2.747,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2007,2.881,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2008,3.24,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2009,3.005,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2010,3.702,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2011,4.228,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2012,3,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,HU,2013,3.159,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1982,0.288,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1985,0.988,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1986,0.849,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1988,0.849,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1990,0.57,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1991,1.42,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1992,1.37,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1993,0.21,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1994,1.194,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1995,0.926,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1996,2.174,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1997,3.338,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1998,4.584,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,1999,7.13,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2000,6.2,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2001,8.318,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2002,8.085,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2003,4.422,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2004,7.029,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2005,4.738,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2006,7.336,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2007,4.677,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2008,9.337,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2009,7.35,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2010,9.203,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2011,14.15,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2012,6.699,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IE,2013,7.347,p
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1980,0.258,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1981,0.253,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1982,1.062,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1983,1.176,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1984,0.301,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1985,0.742,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1986,1.575,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1987,1.144,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1988,1.502,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1989,2.656,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1990,4.292,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1991,6.136,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1992,7.834,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1993,6.327,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1994,7.497,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1995,9.704,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1996,11.307,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1997,18.611,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1998,22.904,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,1999,29.925,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2000,41.012,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2001,34.074,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2002,23.07,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2003,25.683,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2004,27.016,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2005,24.85,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2006,26.105,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2007,19.735,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2008,17.137,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2009,16.986,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2010,20.646,
ESTAT:PAT_EP_NTEC(1.0),A,CTE,P_MHAB,IL,2011,18.226,
